Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6407,Wipeout 2,Nintendo DS,2011,Misc,Activision,0.25,0,0,0.02,0.27
6673,Spider-Man: Edge of Time,Xbox 360,2011,Action,Activision,0.18,0.05,0,0.02,0.25
6720,X-Men: Destiny,Play Station 3,2011,Action,Activision,0.14,0.08,0,0.03,0.25
6900,X-Men: Destiny,Xbox 360,2011,Action,Activision,0.18,0.05,0,0.02,0.24
6947,NASCAR 2011: The Game,Nintendo Wii,2011,Racing,Activision,0.22,0,0,0.01,0.24
6985,Cabela's Big Game Hunter 2012,Play Station 3,2011,Sports,Activision,0.17,0.03,0,0.03,0.23
7054,Spider-Man: Edge of Time,Play Station 3,2011,Action,Activision,0.13,0.07,0,0.03,0.23
7075,Wipeout 2,Nintendo 3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23
7329,Transformers: Dark of the Moon,Nintendo 3DS,2011,Action,Activision,0.16,0.04,0,0.02,0.21
7342,Big League Sports,Xbox 360,2011,Sports,Activision,0.18,0.02,0,0.01,0.21
7396,Cabela's Survival: Shadows of Katmai,Nintendo Wii,2011,Sports,Activision,0.15,0.05,0,0.02,0.21
7630,Magical ZhuZhu Princess: Carriages & Castles,Nintendo DS,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2
7696,NASCAR Unleashed,Nintendo Wii,2011,Racing,Activision,0.18,0,0,0.01,0.2
7895,Cabela's Survival: Shadows of Katmai,Play Station 3,2011,Sports,Activision,0.11,0.05,0,0.03,0.19
7915,NASCAR Unleashed,Nintendo 3DS,2011,Racing,Activision,0.18,0,0,0.01,0.19
7992,Cabela's Survival: Shadows of Katmai,Xbox 360,2011,Sports,Activision,0.14,0.03,0,0.01,0.19
8064,Cabela's Adventure Camp,Nintendo Wii,2011,Misc,Activision,0.15,0.02,0,0.01,0.18
8071,ZhuZhu Puppies,Nintendo DS,2011,Simulation,Activision,0.13,0.04,0,0.01,0.18
8127,Transformers: Dark of the Moon,Nintendo Wii,2011,Action,Activision,0.1,0.07,0,0.02,0.18
8252,Cabela's Big Game Hunter: Hunting Party,Xbox 360,2011,Sports,Activision,0.16,0,0,0.01,0.17
8894,DreamWorks Super Star Kartz,Nintendo Wii,2011,Racing,Activision,0.1,0.04,0,0.01,0.15
9044,Spider-Man: Edge of Time,Nintendo DS,2011,Action,Activision,0.12,0.01,0,0.01,0.14
9196,Zoobles! Spring to Life!,Nintendo DS,2011,Misc,Activision,0.1,0.02,0,0.01,0.14
9313,Top Shot Arcade,Nintendo Wii,2011,Shooter,Activision,0.13,0,0,0.01,0.14
9496,DreamWorks Super Star Kartz,Nintendo DS,2011,Racing,Activision,0.09,0.03,0,0.01,0.13
9832,NASCAR Unleashed,Xbox 360,2011,Racing,Activision,0.11,0,0,0.01,0.12
9862,DreamWorks Super Star Kartz,Nintendo 3DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.12
9930,DreamWorks Super Star Kartz,Play Station 3,2011,Racing,Activision,0.06,0.03,0,0.02,0.12
9933,Spider-Man: Edge of Time,Nintendo 3DS,2011,Action,Activision,0.08,0.03,0,0.01,0.12
9977,Wipeout 2,Play Station 3,2011,Misc,Activision,0.11,0,0,0.01,0.12
10151,Monkey Island: Special Edition Collection,Play Station 3,2011,Adventure,Activision,0,0.08,0,0.03,0.11
10309,X-Men: Destiny,Nintendo Wii,2011,Action,Activision,0.08,0.02,0,0.01,0.11
10325,Cabela's Adventure Camp,Play Station 3,2011,Misc,Activision,0.06,0.03,0,0.02,0.11
10421,Squinkies 2: Adventure Mall Surprize!,Nintendo DS,2011,Platform,Activision,0.1,0,0,0.01,0.1
10568,Cabela's Adventure Camp,Xbox 360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1
10689,Sega Genesiserator Rex: ASega Genesist of Providence,Nintendo 3DS,2011,Action,Activision,0.07,0.02,0,0.01,0.1
10770,NASCAR Unleashed,Play Station 3,2011,Racing,Activision,0.09,0,0,0.01,0.1
10782,Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0,0.01,0.1
10910,Sega Genesiserator Rex: ASega Genesist of Providence,Nintendo Wii,2011,Action,Activision,0.07,0.01,0,0.01,0.09
11101,Spider-Man: Edge of Time,Nintendo Wii,2011,Action,Activision,0.06,0.02,0,0.01,0.09
11108,Bakugan: Rise of the Resistance,Nintendo DS,2011,Strategy,Activision,0.06,0.02,0,0.01,0.09
11296,ZhuZhu Babies,Nintendo DS,2011,Simulation,Activision,0.07,0.01,0,0.01,0.08
11767,Sega Genesiserator Rex: ASega Genesist of Providence,Play Station 3,2011,Action,Activision,0.05,0.01,0,0.01,0.07
11802,ZhuZhu Pets: Quest for Zhu,Nintendo DS,2011,Misc,Activision,0.07,0,0,0.01,0.07
12059,Sega Genesiserator Rex: ASega Genesist of Providence,Nintendo DS,2011,Action,Activision,0.05,0.01,0,0.01,0.07
12386,Sega Genesiserator Rex: ASega Genesist of Providence,Xbox 360,2011,Action,Activision,0.05,0.01,0,0,0.06
12405,Monkey Island: Special Edition Collection,Xbox 360,2011,Adventure,Activision,0,0.05,0,0.01,0.06
12429,DreamWorks Super Star Kartz,Xbox 360,2011,Racing,Activision,0.05,0.01,0,0,0.06
12463,X-Men: Destiny,Nintendo DS,2011,Action,Activision,0.05,0.01,0,0,0.06
14985,Rapala for Kinect,Xbox 360,2011,Sports,Activision,0,0.02,0,0,0.02
9131,Akiba's Trip,PSP,2011,Adventure,Acquire,0,0,0.14,0,0.14
11501,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,0,0,0.08,0,0.08
12787,Ken to Mahou to Gakuen Mono. 3D,Nintendo 3DS,2011,Role-Playing,Acquire,0,0,0.06,0,0.06
15666,Wizardry Twin Pack,Play Station 3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
5441,Sengoku Musou 3 Z,Play Station 3,2011,Action,Ackkstudios,0,0,0.33,0,0.33
11539,Sengoku Musou 3: Moushouden,Nintendo Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08
14693,TV Total Events,Nintendo Wii,2011,Misc,7G//AMES,0,0.02,0,0,0.03
15450,Germany's Next Topmodel 2011,Nintendo Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02
15857,Germany's Next Topmodel 2011,Nintendo DS,2011,Simulation,7G//AMES,0,0.01,0,0,0.02
11439,Steins;Gate: Hiyoku Renri no Darling,Xbox 360,2011,Adventure,5pb,0,0,0.08,0,0.08
13560,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04
13687,Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04
13811,Phantom Breaker,Xbox 360,2011,Fighting,5pb,0.02,0,0.02,0,0.04
15062,Dunamis 15,Play Station 3,2011,Adventure,5pb,0,0,0.02,0,0.02
15756,Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02
15778,Dunamis 15,Xbox 360,2011,Adventure,5pb,0,0,0.02,0,0.02
16443,Bullet Soul: Tama Tamashii,Xbox 360,2011,Shooter,5pb,0,0,0.01,0,0.01
15270,Dungeon Defenders,PC,2011,Role-Playing,505 Games,0.02,0,0,0,0.02
3300,Cooking Mama 4: Kitchen Magic!,Nintendo 3DS,2011,Simulation,505 Games,0.5,0.07,0,0.04,0.61
5486,RuGame Boyy World Cup 2011,Play Station 3,2011,Sports,505 Games,0,0.25,0,0.08,0.33
6107,RuGame Boyy World Cup 2011,Xbox 360,2011,Sports,505 Games,0.03,0.21,0,0.04,0.28
7548,Jillian Michaels' FitNintendo ESs Adventure,Xbox 360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2
7579,Camping Mama: Outdoor Adventures,Nintendo DS,2011,Simulation,505 Games,0.13,0.06,0,0.02,0.2
8534,Grease Dance,Xbox 360,2011,Misc,505 Games,0.11,0.03,0,0.01,0.16
9370,Hulk Hogan's Main Event,Xbox 360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
9606,Twister Mania,Xbox 360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13
9655,Supremacy MMA,Play Station 3,2011,Fighting,505 Games,0.06,0.04,0,0.02,0.13
9696,Blackwater,Xbox 360,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12
10181,Alvin and the Chipmunks: Chipwrecked,Nintendo DS,2011,Misc,505 Games,0.07,0.03,0,0.01,0.11
10189,HOP,Nintendo DS,2011,Platform,505 Games,0.09,0.01,0,0.01,0.11
10241,Michael Phelps: Push the Limit,Xbox 360,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11
10362,Naruto Shippuden 3D: The New Era,Nintendo 3DS,2011,Action,505 Games,0,0.04,0.06,0.01,0.11
10589,Alvin and the Chipmunks: Chipwrecked,Xbox 360,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1
10678,Alvin and the Chipmunks: Chipwrecked,Nintendo Wii,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1
11370,Supremacy MMA,Xbox 360,2011,Fighting,505 Games,0.05,0.03,0,0.01,0.08
11553,Johnny Test,Nintendo DS,2011,Platform,505 Games,0.07,0,0,0.01,0.08
11601,Grease Dance,Play Station 3,2011,Misc,505 Games,0.05,0.02,0,0.01,0.08
12221,Top Gun,Play Station 3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07
12258,Motion Explosion!,Xbox 360,2011,Misc,505 Games,0.05,0.01,0,0,0.06
13059,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05
13726,Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0.01,0.04
6968,Big Beach Sports 2,Nintendo Wii,2010,Sports,THQ,0.09,0.12,0,0.03,0.23
12881,Reader Rabbit 2nd Grade,Nintendo Wii,2010,Misc,The Learning Company,0.05,0,0,0,0.05
6808,BioShock 2,PC,2010,Shooter,Take-Two Interactive,0.02,0.19,0,0.04,0.24
15814,Ferrari: The Race Experience,Nintendo Wii,2010,Racing,System 3 Arcade Software,0,0.01,0,0,0.02
6921,Danganronpa: TriSega Game Gearer Happy Havoc,PSP,2010,Misc,Spike,0,0,0.24,0,0.24
9524,Nintendo Puzzle Collection,GameCube,2010,Puzzle,Nintendo,0,0,0.13,0,0.13
5510,Custom Robo,Nintendo 64,2010,Role-Playing,Nintendo,0,0,0.29,0.04,0.33
14380,Fullmetal Alchemist: Brotherhood,PSP,2010,Action,Namco Bandai Games,0,0,0.03,0,0.03
1305,Triple Play 99,Play Station,2010,Sports,N/A,0.81,0.55,0,0.1,1.46
12240,Port Royale 3,Xbox 360,2010,Simulation,Kalypso Media,0.06,0,0,0,0.07
14058,Clockwork Empires,PC,2010,Strategy,Gaslamp Games,0,0.03,0,0,0.04
2778,Madden NFL 11,Nintendo Wii,2010,Sports,Electronic Arts,0.7,0,0,0.05,0.74
4799,NFL GameDay 2003,Play Station 2,2010,Sports,989 Sports,0.2,0.15,0,0.05,0.4
8088,Backbreaker,Xbox 360,2010,Sports,505 Games,0.17,0,0,0.01,0.18
8315,Backbreaker,Play Station 3,2010,Sports,505 Games,0.16,0,0,0.01,0.17
15655,Virtua Quest,Play Station 2,2010,Role-Playing,3-in-1 Games Pack (Atari / Hasbro) ,0.01,0.01,0,0,0.02
5959,Imagine: Makeup Artist,Nintendo DS,2010,Simulation,Ubisoft,0.27,0,0,0.02,0.29
6912,Lego Star Wars: The Force Awakens,Xbox One,2010,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24
6957,LEGO Marvel's Avengers,Nintendo WiiU,2010,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0,0.02,0.23
6974,LEGO Marvel's Avengers,Play Station 5,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0,0.05,0.23
11891,Speed,Nintendo Wii,2010,Racing,Zoo Games,0.04,0.02,0,0.01,0.07
6503,Minute to Win It,Nintendo Wii,2010,Misc,Zoo Games,0.25,0,0,0.02,0.26
7941,Mathews Bowhunting,Nintendo Wii,2010,Sports,Zoo Games,0.18,0,0,0.01,0.19
8180,Shawn Johnson Gymnastics,Nintendo Wii,2010,Sports,Zoo Games,0.17,0,0,0.01,0.18
9863,Minute to Win It,Nintendo DS,2010,Misc,Zoo Games,0.11,0,0,0.01,0.12
11861,Let's Paint,Nintendo Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07
12114,Basketball Hall of Fame Ultimate Hoops Challenge,Nintendo Wii,2010,Sports,Zoo Games,0.06,0,0,0,0.07
12234,Chocolatier,Nintendo DS,2010,Misc,Zoo Games,0.06,0,0,0,0.07
13779,Deal or No Deal: Special Edition,Nintendo DS,2010,Misc,Zoo Games,0.04,0,0,0,0.04
13879,Kevin Van Dam: Big Bass Challenge,Nintendo Wii,2010,Sports,Zoo Games,0.04,0,0,0,0.04
14403,Boot Camp Academy,Nintendo Wii,2010,Action,Zoo Games,0.03,0,0,0,0.03
15173,Dream Chronicles,Nintendo DS,2010,Adventure,Zoo Games,0.02,0,0,0,0.02
16120,Games Around the World,Nintendo DS,2010,Misc,Zoo Games,0.01,0,0,0,0.01
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0,0,0.04,0,0.04
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0,0,0.03,0,0.03
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0,0,0.03,0,0.03
16009,Secret Game Portable,PSP,2010,Adventure,Yeti,0,0,0.01,0,0.01
6829,Bass Pro Shops: The Hunt,Nintendo Wii,2010,Sports,XS Games,0.23,0,0,0.02,0.24
619,LEGO Harry Potter: Years 1-4,Nintendo Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0,0.23,2.49
673,LEGO Harry Potter: Years 1-4,Nintendo DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0,0.23,2.35
1168,LEGO Harry Potter: Years 1-4,Xbox 360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1259,Super Scribblenauts,Nintendo DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0,0.11,1.5
1422,LEGO Harry Potter: Years 1-4,Play Station 3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0,0.22,1.37
2888,LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0,0.19,0.71
3425,Game Party in Motion,Xbox 360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.18,0,0.05,0.59
4288,Scooby-Doo! and the Spooky Swamp,Nintendo Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0,0.04,0.46
4872,Scooby-Doo! and the Spooky Swamp,Nintendo DS,2010,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0,0.03,0.4
4943,Sesame Street: Elmo's A-to-Zoo Adventure,Nintendo Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.37,0,0,0.02,0.39
5708,Sesame Street: Cookie's Counting Carnival,Nintendo Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0,0,0.02,0.31
5792,TouchMaster: Connect,Nintendo DS,2010,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0,0.03,0.31
5846,Batman: The Brave and the Bold the Videogame,Nintendo DS,2010,Action,Warner Bros. Interactive Entertainment,0.24,0.04,0,0.02,0.3
5952,Batman: The Brave and the Bold the Videogame,Nintendo Wii,2010,Action,Warner Bros. Interactive Entertainment,0.22,0.06,0,0.02,0.3
6179,Sesame Street: Elmo's A-to-Zoo Adventure,Nintendo DS,2010,Misc,Warner Bros. Interactive Entertainment,0.27,0,0,0.02,0.28
6221,Sesame Street: Cookie's Counting Carnival,Nintendo DS,2010,Misc,Warner Bros. Interactive Entertainment,0.26,0,0,0.02,0.28
6390,Scooby-Doo! and the Spooky Swamp,Play Station 2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0,0.08,0.27
6852,The Lord of the Rings: Aragorn's Quest,Nintendo Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.24
8300,The Lord of the Rings: Aragorn's Quest,Play Station 3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0,0.02,0.17
9051,LeSega Genesisd of the Guardians: The Owls of Ga'Hoole,Nintendo DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0,0.01,0.14
9562,LeSega Genesisd of the Guardians: The Owls of Ga'Hoole,Nintendo Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13
9755,The Lord of the Rings: Aragorn's Quest,Nintendo DS,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0,0.01,0.12
9871,Vacation Isle: Beach Party,Nintendo Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
9944,The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.02,0.12
10391,The Bachelor: The Videogame,Nintendo Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10896,Galactic Taz Ball,Nintendo DS,2010,Platform,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.09
11154,The Bachelor: The Videogame,Nintendo DS,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,0.09
11586,LeSega Genesisd of the Guardians: The Owls of Ga'Hoole,Play Station 3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
11668,LeSega Genesisd of the Guardians: The Owls of Ga'Hoole,Xbox 360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
12760,The Lord of the Rings: Aragorn's Quest,Play Station 2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
13199,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0,0,0,0.05
13420,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0,0,0,0.05
14963,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0,0,0.02
13739,City Builder,Nintendo Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04
15652,Canada Hunt,Nintendo Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02
16368,Survivor,Nintendo Wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01
11277,Martian Panic,Nintendo Wii,2010,Adventure,UFO Interactive,0.08,0,0,0,0.08
8141,Chuck E. Cheese's Party Games,Nintendo DS,2010,Misc,UFO Interactive,0.17,0,0,0.01,0.18
8307,Chuck E. Cheese's Party Games,Nintendo Wii,2010,Misc,UFO Interactive,0.16,0,0,0.01,0.17
9435,Chuck E. Cheese's Game Room,Nintendo DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13
12395,Chuck E. Cheese's Playhouse,Nintendo DS,2010,Misc,UFO Interactive,0.06,0,0,0,0.06
15627,Rock Blast,Nintendo Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02
3076,Fist of the North Star: Ken's Rage,Play Station 3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66
8208,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17
8708,Fist of the North Star: Ken's Rage,Xbox 360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16
9089,TRINITY: Souls of Zill O'll,Play Station 3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14
69,Just Dance 2,Nintendo Wii,2010,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52
248,Michael Jackson: The Experience,Nintendo Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
374,Assassin's Creed: Brotherhood,Xbox 360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
515,Assassin's Creed: Brotherhood,Play Station 3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
684,Just Dance Kids,Nintendo Wii,2010,Misc,Ubisoft,1.57,0.56,0,0.19,2.32
817,Tom Clancy's Splinter Cell: Conviction,Xbox 360,2010,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06
1469,Your Shape: FitNintendo ESs Evolved,Xbox 360,2010,Sports,Ubisoft,0.79,0.42,0,0.11,1.33
1972,Dance on Broadway,Nintendo Wii,2010,Misc,Ubisoft,0.27,0.66,0,0.12,1.05
2382,Gold's Gym: Dance Workout,Nintendo Wii,2010,Sports,Ubisoft,0.71,0.11,0,0.06,0.87
2691,Raving Rabbids: Travel in Time,Nintendo Wii,2010,Adventure,Ubisoft,0.22,0.47,0,0.08,0.76
2923,Prince of Persia: The Forgotten Sands,Play Station 3,2010,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7
2937,MotionSports,Xbox 360,2010,Sports,Ubisoft,0.38,0.26,0,0.06,0.7
3045,Peppa Pig: Fun and Games,Nintendo DS,2010,Misc,Ubisoft,0,0.58,0,0.09,0.67
3185,Red Steel 2,Nintendo Wii,2010,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63
3243,Prince of Persia: The Forgotten Sands,Xbox 360,2010,Action,Ubisoft,0.3,0.26,0,0.06,0.62
3333,Fighters Uncaged,Xbox 360,2010,Fighting,Ubisoft,0.31,0.24,0,0.06,0.61
3528,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.11,0.57
3886,Prince of Persia Trilogy,Play Station 3,2010,Action,Ubisoft,0.17,0.25,0,0.09,0.51
3921,R.U.S.E.,Play Station 3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
4650,Tom Clancy's HAWX 2,Play Station 3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.42
5113,Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37
5171,Tom Clancy's HAWX 2,Xbox 360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36
5308,Racquet Sports,Play Station 3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.35
5621,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.26,0,0.06,0.32
6254,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.05,0.28
6294,R.U.S.E.,Xbox 360,2010,Strategy,Ubisoft,0.12,0.12,0,0.03,0.27
6329,Battle of Giants: Mutant Insects,Nintendo DS,2010,Strategy,Ubisoft,0.09,0.15,0,0.03,0.27
6484,Michael Jackson: The Experience,Nintendo DS,2010,Misc,Ubisoft,0.22,0.03,0,0.02,0.26
6505,Racquet Sports,Nintendo Wii,2010,Sports,Ubisoft,0.14,0.09,0,0.02,0.26
6594,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.26
6727,Prince of Persia: The Forgotten Sands,Nintendo Wii,2010,Action,Ubisoft,0.11,0.11,0,0.02,0.25
6819,Pure Futbol,Play Station 3,2010,Sports,Ubisoft,0.06,0.13,0,0.05,0.24
7209,CSI: Fatal Conspiracy,Nintendo Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22
7498,Battle of Giants: Dinosaurs Strike,Nintendo Wii,2010,Strategy,Ubisoft,0.15,0.04,0,0.02,0.2
7612,CSI: Unsolved!,Nintendo DS,2010,Adventure,Ubisoft,0.13,0.06,0,0.02,0.2
7892,Shaun White Skateboarding,Play Station 3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19
7896,Shaun White Skateboarding,Nintendo Wii,2010,Sports,Ubisoft,0.14,0.03,0,0.01,0.19
7921,CSI: Fatal Conspiracy,Play Station 3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19
8004,Pure Futbol,Xbox 360,2010,Sports,Ubisoft,0.08,0.09,0,0.02,0.18
8072,Rabbids Party Collection,Nintendo Wii,2010,Misc,Ubisoft,0,0.16,0,0.02,0.18
8355,Family Feud Decades,Nintendo Wii,2010,Misc,Ubisoft,0.16,0,0,0.01,0.17
8357,CSI: Fatal Conspiracy,Xbox 360,2010,Adventure,Ubisoft,0.11,0.04,0,0.01,0.17
8620,Shaun White Skateboarding,Xbox 360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16
8667,Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,0.11,0.03,0,0.02,0.16
8716,Prince of Persia: The Forgotten Sands,Nintendo DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.16
9250,The Amazing Race,Nintendo Wii,2010,Misc,Ubisoft,0.13,0,0,0.01,0.14
9314,Imagine: Fashion Stylist,Nintendo DS,2010,Simulation,Ubisoft,0.13,0,0,0.01,0.14
9319,Tom Clancy's Ghost Recon,Nintendo Wii,2010,Shooter,Ubisoft,0.11,0.01,0,0.01,0.14
9334,Peppa Pig: Fun and Games,Nintendo Wii,2010,Misc,Ubisoft,0,0.12,0,0.02,0.13
9812,Petz Fantasy: Moonlight Magic,Nintendo DS,2010,Simulation,Ubisoft,0.11,0,0,0.01,0.12
9989,Puzzler World 2,Nintendo DS,2010,Puzzle,Ubisoft,0.02,0.07,0,0.02,0.12
10003,Hollywood Squares,Nintendo Wii,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
10349,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11
10370,Tom Clancy's HAWX 2,Nintendo Wii,2010,Action,Ubisoft,0.07,0.03,0,0.01,0.11
10472,Who Wants to Be a Millionaire: 3rd Edition,Nintendo Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1
10594,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1
10806,Imagine: Reporter,Nintendo DS,2010,Simulation,Ubisoft,0.08,0.01,0,0.01,0.1
11322,Sports Collection,Nintendo DS,2010,Sports,Ubisoft,0.06,0.01,0,0.01,0.08
11423,Petz Fantasy: Sunshine Magic,Nintendo DS,2010,Simulation,Ubisoft,0.07,0,0,0,0.08
11811,OK! Puzzle Stars,Nintendo DS,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.07
12577,Imagine: Resort Owner,Nintendo DS,2010,Strategy,Ubisoft,0.05,0,0,0,0.06
12903,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05
12911,Imagine Animal Doctor Care Center,Nintendo DS,2010,Simulation,Ubisoft,0.05,0,0,0,0.05
12926,TrackMania Turbo: Build to Race,Nintendo DS,2010,Racing,Ubisoft,0.03,0.02,0,0.01,0.05
13345,Galaxy Racers,Nintendo DS,2010,Racing,Ubisoft,0.04,0,0,0,0.05
13758,Who Wants to Be a Millionaire: 3rd Edition,Nintendo DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04
14062,Petz: Catz Playground,Nintendo DS,2010,Simulation,Ubisoft,0.03,0,0,0,0.04
14241,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03
14275,Best Friends Tonight,Nintendo DS,2010,Misc,Ubisoft,0.03,0,0,0,0.03
14410,Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0,0.03,0,0.01,0.03
